-3.10,1.63 
-3.10,1.63 
-3.10,1.63 
-3.09,1.62 
-3.09,1.62 
-3.09,1.62 
-3.09,1.62 
-3.09,1.62 
-3.09,1.62 
-3.10,1.63 
-3.09,1.63 
-3.09,1.63 
-3.10,1.63 
-3.10,1.63 
-3.09,1.64 
-3.10,1.64 
-3.10,1.64 
-3.10,1.64 
-3.10,1.64 
-3.10,1.64 
-3.11,1.65 
-3.11,1.65 
-3.11,1.64 
-3.11,1.64 
-3.11,1.64 
-3.11,1.64 
-3.11,1.64 
-3.11,1.63 
-3.11,1.63 
-3.11,1.63 
-3.11,1.63 
-3.11,1.63 
-3.11,1.63 
-3.11,1.63 
-3.11,1.63 
-3.11,1.63 
-3.11,1.63 
-3.11,1.63 
-3.12,1.62 
-3.11,1.62 
-3.11,1.63 
-3.11,1.63 
-3.11,1.63 
-3.11,1.63 
-3.11,1.63 
-3.11,1.62 
-3.11,1.63 
-3.11,1.63 
-3.11,1.63 
-3.11,1.63 
-3.12,1.63 
-3.11,1.64 
-3.11,1.63 
-3.11,1.63 
-3.11,1.64 
-3.11,1.63 
-3.11,1.63 
-3.11,1.63 
-3.11,1.63 
-3.11,1.63 
-3.11,1.63 
-3.11,1.63 
-3.11,1.63 
-3.11,1.63 
-3.11,1.62 
-3.12,1.62 
-3.12,1.62 
-3.12,1.62 
-3.11,1.62 
-3.11,1.61 
-3.12,1.62 
-3.12,1.61 
-3.12,1.61 
-3.11,1.61 
-3.11,1.61 
-3.11,1.62 
-3.11,1.61 
-3.11,1.62 
-3.10,1.62 
-3.10,1.62 
-3.10,1.61 
-3.11,1.61 
-3.11,1.60 
-3.11,1.61 
-3.11,1.61 
-3.11,1.60 
-3.11,1.60 
-3.11,1.60 
-3.10,1.60 
-3.10,1.60 
-3.10,1.60 
-3.10,1.61 
-3.10,1.60 
-3.10,1.60 
-3.10,1.60 
-3.11,1.61 
-3.10,1.60 
-3.09,1.61 
-3.10,1.62 
-3.10,1.62 
-3.09,1.62 
-3.10,1.61 
-3.10,1.62 
-3.10,1.64 
-3.10,1.64 
-3.10,1.64 
-3.10,1.64 
-3.09,1.63 
-3.10,1.63 
-3.09,1.63 
-3.09,1.63 
-3.10,1.62 
-3.10,1.62 
-3.10,1.62 
-3.11,1.62 
-3.09,1.62 
-3.09,1.62 
-3.09,1.62 
-3.09,1.62 
-3.09,1.61 
-3.09,1.62 
-3.09,1.62 
-3.09,1.62 
-3.10,1.63 
-3.10,1.63 
-3.09,1.64 
-3.09,1.64 
-3.10,1.63 
-3.09,1.63 
-3.10,1.64 
-3.09,1.63 
-3.10,1.62 
-3.10,1.62 
-3.10,1.62 
-3.09,1.63 
-3.09,1.62 
-3.09,1.63 
-3.10,1.63 
-3.10,1.63 
-3.10,1.63 
-3.09,1.63 
-3.10,1.62 
-3.10,1.62 
-3.10,1.62 
-3.10,1.61 
-3.10,1.62 
-3.09,1.62 
-3.10,1.62 
-3.09,1.62 
-3.09,1.61 
-3.09,1.59 
-3.10,1.59 
-3.10,1.59 
-3.10,1.59 
-3.10,1.59 
-3.10,1.59 
-3.10,1.59 
-3.11,1.59 
-3.11,1.59 
-3.11,1.59 
-3.11,1.59 
-3.12,1.59 
-3.13,1.59 
-3.13,1.59 
-3.13,1.59 
-3.13,1.59 
-3.12,1.59 
-3.12,1.60 
-3.12,1.59 
-3.12,1.59 
-3.12,1.60 
-3.12,1.60 
-3.12,1.60 
-3.11,1.61 
-3.11,1.61 
-3.11,1.62 
-3.11,1.62 
-3.11,1.61 
-3.10,1.61 
-3.11,1.60 
-3.10,1.60 
-3.10,1.61 
-3.10,1.60 
-3.11,1.61 
-3.11,1.61 
-3.12,1.59 
-3.11,1.59 
-3.12,1.59 
-3.14,1.58 
-3.13,1.56 
-3.12,1.56 
-3.12,1.56 
-3.12,1.57 
-3.11,1.58 
-3.10,1.56 
-3.10,1.56 
-3.10,1.56 
-3.11,1.57 
-3.11,1.58 
-3.09,1.59 
-3.09,1.59 
-3.09,1.58 
-3.08,1.58 
-3.09,1.57 
-3.09,1.56 
-3.08,1.56 
-3.09,1.55 
-3.09,1.57 
-3.08,1.57 
-3.10,1.57 
-3.10,1.57 
-3.09,1.58 
-3.09,1.57 
-3.09,1.56 
-3.08,1.57 
-3.08,1.56 
-3.08,1.57 
-3.08,1.60 
-3.09,1.59 
-3.09,1.59 
-3.08,1.61 
-3.09,1.61 
-3.08,1.63 
-3.08,1.63 
-3.08,1.62 
-3.09,1.65 
-3.09,1.67 
-3.10,1.67 
-3.08,1.69 
-3.09,1.67 
-3.09,1.69 
-3.09,1.68 
-3.10,1.67 
-3.11,1.66 
-3.10,1.67 
-3.11,1.67 
-3.11,1.67 
-3.10,1.67 
-3.10,1.68 
-3.11,1.67 
-3.10,1.67 
-3.11,1.66 
-3.13,1.66 
-3.13,1.66 
-3.13,1.66 
-3.13,1.66 
-3.13,1.66 
-3.13,1.66 
-3.12,1.65 
-3.12,1.65 
-3.14,1.64 
-3.13,1.62 
-3.11,1.63 
-3.11,1.62 
-3.13,1.61 
-3.12,1.61 
-3.13,1.59 
-3.14,1.59 
-3.13,1.58 
-3.13,1.59 
-3.13,1.59 
-3.12,1.60 
-3.13,1.59 
-3.13,1.58 
-3.12,1.59 
-3.12,1.58 
-3.13,1.58 
-3.12,1.59 
-3.11,1.58 
-3.12,1.58 
-3.10,1.59 
-3.10,1.59 
-3.10,1.58 
-3.09,1.59 
-3.09,1.58 
-3.11,1.57 
-3.10,1.58 
-3.11,1.57 
-3.12,1.64 
-3.11,1.64 
-3.11,1.62 
-3.11,1.62 
-3.09,1.60 
-3.13,1.60 
-3.12,1.58 
-3.11,1.58 
-3.11,1.60 
-3.10,1.60 
-3.11,1.62 
-3.11,1.61 
-3.11,1.63 
-3.10,1.61 
-3.11,1.59 
-3.11,1.61 
-3.10,1.60 
-3.12,1.61 
-3.10,1.60 
-3.10,1.62 
-3.11,1.61 
-3.10,1.61 
-3.10,1.61 
-3.10,1.60 
-3.10,1.61 
-3.10,1.61 
-3.10,1.60 
-3.10,1.59 
-3.09,1.59 
-3.10,1.59 
-3.09,1.59 
-3.09,1.60 
-3.09,1.60 
-3.10,1.59 
-3.09,1.59 
-3.10,1.59 
-3.10,1.59 
-3.10,1.59 
-3.10,1.58 
-3.10,1.58 
-3.09,1.58 
-3.09,1.59 
-3.09,1.58 
-3.08,1.58 
-3.09,1.58 
-3.09,1.58 
-3.09,1.58 
-3.09,1.59 
-3.09,1.59 
-3.09,1.58 
-3.09,1.58 
-3.08,1.58 
-3.08,1.58 
-3.08,1.58 
-3.08,1.57 
-3.07,1.57 
-3.08,1.57 
-3.08,1.57 
-3.08,1.58 
-3.08,1.58 
-3.08,1.58 
-3.08,1.57 
-3.09,1.57 
-3.08,1.58 
-3.07,1.45 
-3.19,2.85 
-3.82,6.81 
-3.73,10.67 
-3.46,14.77 
-4.10,19.11 
-4.33,23.77 
-4.01,28.72 
-4.42,33.79 
-4.92,38.34 
-4.95,43.41 
-5.00,48.48 
-5.32,53.18 
-5.28,56.38 
-5.33,57.21 
-5.54,57.99 
-5.39,57.54 
-5.02,57.44 
-4.98,57.23 
-4.53,56.91 
-4.81,56.90 
-4.77,56.52 
-4.74,56.66 
-4.80,56.29 
-4.93,56.31 
-4.80,56.19 
