0.01913619041442871,-0.02,-0.01,1.05,-1.20,5.64,2.00
0.06048727035522461,-0.01,0.00,1.02,12.51,-3.18,5.97
0.10146307945251465,-0.02,0.11,0.98,9.16,2.76,-3.61
0.14243841171264648,-0.00,0.07,1.00,-0.80,0.37,0.28
0.18341588973999023,-0.02,0.09,1.03,-8.27,-0.19,0.27
0.22339248657226562,-0.05,0.04,1.06,-11.58,-0.15,-2.88
0.2633695602416992,-0.13,0.03,1.01,-9.83,3.22,-4.05
0.341325044631958,-0.06,0.11,1.02,-13.04,-3.21,1.86
0.34832096099853516,-0.04,0.05,1.06,-19.40,-0.77,-2.96
0.39029622077941895,-0.02,-0.02,1.13,-19.21,-1.90,-5.66
0.4292776584625244,-0.06,0.02,1.17,-12.98,-9.60,-4.85
0.4714977741241455,0.03,-0.01,1.06,2.60,-16.59,-3.75
0.5277504920959473,0.08,-0.02,1.04,15.24,1.95,-4.90
0.5664987564086914,0.00,0.03,1.04,24.69,4.32,0.92
0.6073203086853027,-0.03,0.10,1.04,15.15,-0.18,5.67
0.6479411125183105,-0.05,0.06,1.04,3.27,-10.50,5.95
0.6914026737213135,-0.01,0.06,1.03,-5.17,-10.66,3.64
0.7414848804473877,0.01,0.05,1.01,-12.69,-7.36,1.98
0.7577533721923828,0.01,0.03,0.99,-11.08,-3.22,-0.05
0.7990036010742188,0.03,-0.00,0.99,-4.69,5.63,-1.17
0.8393583297729492,0.01,-0.03,0.97,2.88,6.87,-0.72
0.8752520084381104,0.01,0.06,0.96,8.50,5.48,1.05
0.9440040588378906,0.03,0.02,0.99,5.27,8.14,3.85
0.9750888347625732,0.01,0.04,0.98,-0.24,9.38,-0.65
1.018522024154663,-0.02,0.02,1.03,-6.23,13.98,-1.99
1.0589408874511719,-0.02,0.04,1.04,-7.77,15.43,-0.60
1.086700201034546,-0.03,0.01,1.01,-6.46,18.70,0.17
1.1363780498504639,-0.06,0.00,1.00,-2.86,19.78,-0.56
1.1739246845245361,-0.09,0.01,1.01,-0.90,20.11,-0.05
1.213923454284668,-0.11,-0.01,1.00,0.80,21.69,2.08
1.2565054893493652,-0.08,0.01,0.99,-0.27,22.30,1.45
1.2964472770690918,-0.09,0.02,1.03,-3.27,22.21,1.62
1.3540093898773193,-0.11,0.02,0.99,-7.19,23.35,2.56
