0.054979801177978516,10.54,-1.81,-1.52,5.74
0.09998202323913574,20.37,6.45,-2.85,7.97
0.16997838020324707,17.22,4.01,-3.53,9.76
0.21132230758666992,14.49,5.99,-3.77,10.52
0.2895808219909668,14.93,4.43,-3.50,10.62
0.2936728000640869,10.57,4.55,-3.10,10.45
0.32872867584228516,10.63,2.72,-2.67,10.39
0.37992334365844727,3.07,3.35,-2.33,10.05
0.42372727394104004,-0.84,-4.95,-1.92,9.65
0.46622800827026367,7.53,2.04,-1.84,9.30
0.4711744785308838,7.01,-1.72,-1.73,9.01
0.520085334777832,4.31,0.06,-1.64,8.27
0.5637273788452148,6.52,0.71,-1.65,7.88
0.5670609474182129,6.10,2.88,-1.68,7.45
0.5911698341369629,4.97,0.35,-1.61,7.05
0.6020917892456055,2.73,1.97,-1.59,6.72
0.6488468647003174,5.16,0.95,-1.53,6.54
0.6518824100494385,3.62,2.93,-1.48,6.40
0.7249321937561035,1.51,-2.16,-1.36,6.29
0.7299907207489014,4.65,0.69,-1.25,6.16
0.7322530746459961,6.50,0.27,-1.26,6.05
0.8008124828338623,5.43,-0.60,-1.29,5.96
0.8067259788513184,6.87,3.06,-1.43,5.76
0.8436992168426514,5.87,1.20,-1.49,5.65
0.8487269878387451,6.41,1.56,-1.58,5.57
0.9210312366485596,5.81,2.60,-1.64,5.52
0.9240121841430664,6.25,1.90,-1.65,5.51
0.928727388381958,6.46,2.41,-1.67,5.50
0.963726282119751,4.84,1.56,-1.63,5.48
0.9662258625030518,5.47,1.53,-1.61,5.48
1.0323989391326904,4.80,0.29,-1.55,5.50
1.035400629043579,7.98,2.75,-1.51,5.58
1.0387263298034668,6.58,1.45,-1.45,5.61
1.041170597076416,8.70,1.13,-1.33,5.64
1.1074182987213135,5.46,1.85,-1.20,5.61
1.1122205257415771,8.09,0.14,-1.04,5.66
1.1750202178955078,7.66,3.20,-0.95,5.67
1.177018165588379,6.84,-0.11,-0.78,5.66
1.1810903549194336,5.48,0.09,-0.35,5.64
1.2449758052825928,7.51,-0.20,-0.12,5.67
