2.82,2.34 
2.43,2.35 
1.85,2.36 
2.79,2.37 
2.25,2.39 
1.86,2.36 
1.89,2.33 
1.68,2.32 
1.68,2.29 
2.68,2.30 
2.49,2.32 
4.16,2.30 
3.98,2.27 
2.28,2.26 
3.02,2.29 
3.44,2.30 
4.33,2.33 
2.89,2.34 
3.39,2.35 
3.20,2.36 
2.68,2.34 
3.65,2.36 
2.55,2.36 
4.26,2.40 
2.71,2.39 
3.10,2.39 
2.08,2.38 
2.84,2.38 
1.92,2.37 
2.42,2.36 
1.88,2.34 
2.48,2.33 
1.81,2.31 
2.23,2.29 
2.39,2.28 
3.05,2.29 
3.12,2.30 
4.02,2.33 
3.88,2.35 
2.96,2.36 
2.96,2.36 
2.63,2.36 
3.87,2.38 
3.22,2.39 
3.25,2.40 
2.79,2.39 
3.31,2.40 
2.53,2.40 
2.46,2.39 
1.43,2.36 
2.13,2.35 
2.24,2.34 
3.01,2.34 
2.13,2.33 
1.98,2.31 
2.15,2.30 
2.45,2.29 
3.19,2.30 
3.09,2.30 
4.01,2.33 
3.73,2.35 
3.70,2.37 
2.70,2.38 
2.41,2.37 
2.50,2.36 
3.71,2.38 
3.65,2.39 
3.54,2.40 
2.44,2.38 
3.16,2.39 
2.54,2.39 
1.84,2.40 
2.21,2.42 
2.15,2.42 
1.87,2.42 
1.77,2.40 
2.59,2.38 
2.72,2.36 
3.03,2.34 
3.21,2.33 
2.72,2.31 
3.44,2.30 
3.35,2.31 
2.79,2.30 
2.68,2.30 
2.75,2.29 
3.89,2.30 
3.16,2.31 
2.62,2.30 
2.91,2.30 
2.43,2.29 
2.56,2.29 
2.51,2.32 
2.24,2.32 
2.39,2.32 
1.94,2.32 
2.70,2.31 
2.13,2.30 
2.22,2.29 
2.28,2.28 
1.82,2.26 
2.15,2.24 
1.94,2.23 
2.22,2.21 
2.69,2.22 
3.43,2.23 
3.74,2.25 
3.49,2.27 
3.77,2.30 
3.30,2.30 
3.11,2.30 
2.91,2.31 
3.07,2.31 
3.50,2.32 
2.78,2.33 
3.32,2.34 
3.23,2.34 
2.55,2.34 
2.08,2.32 
1.81,2.30 
2.63,2.30 
2.61,2.29 
2.34,2.29 
2.10,2.28 
2.10,2.26 
2.29,2.25 
2.64,2.25 
3.32,2.26 
3.26,2.28 
3.59,2.30 
4.01,2.33 
3.10,2.34 
2.61,2.33 
2.52,2.32 
3.12,2.32 
3.64,2.33 
3.64,2.35 
3.46,2.36 
2.82,2.35 
2.19,2.34 
2.44,2.33 
2.04,2.31 
2.20,2.30 
2.06,2.29 
2.21,2.28 
1.95,2.26 
2.12,2.25 
2.28,2.24 
2.30,2.23 
3.13,2.24 
3.28,2.26 
3.58,2.28 
3.02,2.28 
2.36,2.27 
2.43,2.28 
2.76,2.29 
4.09,2.30 
3.19,2.30 
2.42,2.28 
2.24,2.27 
2.48,2.28 
2.49,2.30 
2.22,2.32 
2.11,2.32 
2.40,2.31 
1.74,2.32 
1.98,2.32 
1.84,2.30 
2.26,2.29 
3.19,2.29 
3.88,2.28 
4.30,2.27 
3.03,2.26 
2.78,2.25 
2.85,2.26 
2.86,2.28 
3.40,2.31 
3.46,2.33 
3.05,2.34 
2.78,2.33 
2.94,2.33 
3.63,2.33 
3.05,2.33 
3.38,2.34 
3.70,2.36 
3.68,2.36 
3.42,2.36 
2.72,2.35 
2.23,2.32 
2.18,2.29 
2.39,2.29 
2.39,2.28 
2.49,2.28 
2.55,2.28 
2.56,2.28 
2.95,2.28 
3.67,2.28 
3.59,2.28 
3.97,2.28 
8.72,2.64 
23.70,3.00 
13.61,3.12 
10.47,3.04 
-3.35,2.66 
-4.50,2.42 
-1.97,2.21 
4.97,2.09 
1.85,2.05 
-0.14,1.98 
8.95,2.13 
1.04,2.05 
-0.07,2.03 
5.08,2.13 
-1.08,2.08 
7.64,2.21 
0.29,2.10 
3.14,2.16 
