1.13,0.91,57 
1.60,0.92,57 
1.49,0.93,57 
1.31,0.92,57 
0.66,0.91,57 
1.92,0.91,57 
2.62,0.93,57 
1.70,0.93,57 
1.15,0.91,57 
0.11,0.88,57 
0.36,0.87,57 
1.82,0.87,57 
1.00,0.89,57 
2.78,0.92,57 
2.77,0.95,57 
1.83,0.95,57 
1.19,0.93,57 
1.24,0.92,57 
1.30,0.92,57 
1.19,0.91,57 
0.06,0.89,57 
0.42,0.90,57 
1.72,0.91,57 
2.15,0.93,57 
2.10,0.94,57 
0.88,0.94,57 
0.95,0.93,57 
0.42,0.92,57 
0.96,0.90,57 
2.19,0.92,57 
2.17,0.93,57 
2.15,0.93,57 
1.21,0.92,57 
0.54,0.90,57 
1.10,0.90,57 
1.41,0.90,57 
1.27,0.90,57 
1.22,0.89,57 
1.01,0.89,57 
0.65,0.87,57 
1.37,0.88,57 
1.93,0.91,57 
2.18,0.92,57 
1.20,0.91,57 
0.51,0.90,57 
1.08,0.89,57 
1.22,0.89,57 
0.61,0.87,57 
1.01,0.89,57 
1.20,0.90,57 
1.33,0.90,57 
0.74,0.88,57 
1.19,0.89,57 
1.83,0.90,57 
1.17,0.90,57 
1.28,0.88,57 
0.82,0.87,57 
2.04,0.89,57 
1.94,0.89,57 
1.22,0.88,57 
0.73,0.86,57 
0.53,0.86,57 
0.87,0.85,57 
2.20,0.88,57 
3.01,0.91,57 
1.99,0.91,57 
0.80,0.89,57 
0.69,0.88,57 
0.21,0.87,57 
1.93,0.90,57 
1.48,0.90,57 
1.31,0.92,57 
0.57,0.92,57 
1.00,0.92,57 
-0.14,0.89,57 
1.41,0.91,57 
1.92,0.93,57 
1.97,0.95,57 
1.22,0.93,57 
0.70,0.91,57 
1.52,0.92,57 
1.56,0.90,57 
0.59,0.90,57 
0.62,0.89,57 
1.81,0.91,57 
1.31,0.90,57 
1.42,0.90,57 
2.17,0.91,57 
1.96,0.91,57 
0.98,0.91,57 
1.03,0.91,57 
0.85,0.91,57 
2.55,0.90,78 
16.42,1.05,78 
20.54,0.51,78 
24.42,-0.53,78 
45.37,-2.91,78 
38.08,-4.91,78 
15.79,-7.41,78 
0.17,-10.20,78 
-31.98,-13.58,78 
-41.76,-17.28,78 
-33.91,-20.72,78 
-34.31,-23.90,78 
-52.20,-27.00,78 
-59.59,-28.95,78 
-62.91,-30.75,78 
-62.52,-31.11,78 
-61.68,-31.59,78 
-49.02,-31.50,78 
-35.21,-31.11,78 
-17.70,-30.54,78 
-12.38,-30.22,78 
-22.04,-30.24,78 
-34.56,-30.62,78 
-44.96,-31.07,78 
-45.17,-31.42,78 
-47.18,-31.67,78 
-37.79,-31.69,78 
-33.58,-31.62,78 
-28.99,-31.54,78 
-33.37,-31.60,78 
-35.59,-31.73,78 
-39.29,-31.92,78 
-38.82,-32.06,78 
-39.53,-32.15,78 
-33.39,-32.15,78 
-33.63,-32.17,78 
-34.16,-32.24,78 
-38.87,-32.40,78 
-36.25,-32.50,78 
-37.33,-32.61,78 
-36.57,-32.66,78 
-37.49,-32.75,78 
