3.87,2.21 
4.36,2.20 
1.51,2.19 
2.27,2.17 
1.75,2.18 
3.35,2.20 
2.30,2.16 
2.00,2.16 
2.71,2.14 
2.06,2.17 
3.44,2.17 
3.19,2.15 
2.61,2.16 
1.09,2.12 
1.65,2.15 
2.69,2.16 
3.15,2.17 
3.64,2.15 
1.81,2.14 
3.27,2.15 
2.96,2.16 
3.50,2.17 
1.27,2.14 
1.62,2.12 
2.49,2.12 
2.88,2.13 
3.53,2.15 
2.30,2.14 
2.50,2.14 
1.51,2.12 
2.97,2.13 
4.13,2.16 
1.26,2.14 
2.62,2.15 
1.89,2.13 
3.12,2.14 
2.60,2.14 
2.67,2.13 
3.29,2.14 
1.93,2.12 
2.93,2.14 
3.20,2.15 
2.23,2.14 
1.91,2.13 
1.13,2.11 
3.27,2.12 
3.44,2.13 
3.22,2.14 
1.20,2.11 
2.03,2.11 
2.94,2.12 
3.09,2.13 
3.36,2.14 
2.20,2.14 
2.31,2.14 
1.49,2.12 
3.05,2.12 
3.23,2.14 
1.03,2.11 
2.43,2.11 
1.94,2.09 
3.58,2.10 
2.92,2.11 
2.44,2.10 
3.09,2.11 
1.89,2.09 
3.28,2.11 
3.00,2.12 
2.75,2.12 
1.81,2.10 
