-3.61,1.32,57,300,0,0.00 
-3.60,1.31,57,300,0,0.00 
-3.59,1.32,57,300,0,0.00 
-3.58,1.32,57,300,0,0.00 
-3.58,1.32,57,300,0,0.00 
-3.59,1.32,57,300,0,0.00 
-3.60,1.32,57,300,0,0.00 
-3.60,1.33,57,300,0,0.00 
-3.60,1.34,57,300,0,0.00 
-3.59,1.33,57,300,0,0.00 
-3.59,1.33,57,300,0,0.00 
-3.61,1.33,57,300,0,0.00 
-3.61,1.33,57,300,0,0.00 
-3.61,1.34,57,300,0,0.00 
-3.60,1.34,57,300,0,0.00 
-3.59,1.34,57,300,0,0.00 
-3.58,1.34,57,300,0,0.00 
-3.58,1.34,57,300,0,0.00 
-3.59,1.34,57,300,0,0.00 
-3.60,1.35,57,300,0,0.00 
-3.60,1.36,57,300,0,0.00 
-3.58,1.36,57,300,0,0.00 
-3.57,1.35,57,300,0,0.00 
-3.56,1.34,57,300,0,0.00 
-3.57,1.35,57,300,0,0.00 
-3.59,1.35,57,300,0,0.00 
-3.60,1.35,57,300,0,0.00 
-3.59,1.35,57,300,0,0.00 
-3.58,1.35,57,300,0,0.00 
-3.58,1.36,57,300,0,0.00 
-3.59,1.35,57,300,0,0.00 
-3.60,1.35,57,300,0,0.00 
-3.61,1.35,57,300,0,0.00 
-3.61,1.35,57,300,0,0.00 
-3.60,1.35,57,300,0,0.00 
-3.60,1.35,57,300,0,0.00 
-3.59,1.35,57,300,0,0.00 
-3.59,1.35,57,300,0,0.00 
-3.59,1.34,57,300,0,0.00 
-3.59,1.34,57,300,0,0.00 
-3.58,1.34,57,300,0,0.00 
-3.57,1.35,57,300,0,0.00 
-3.57,1.34,57,300,0,0.00 
-3.58,1.33,57,300,0,0.00 
-3.58,1.33,57,300,0,0.00 
-3.57,1.34,57,300,0,0.00 
-3.57,1.34,57,300,0,0.00 
-3.57,1.34,57,300,0,0.00 
-3.56,1.34,57,300,0,0.00 
-3.57,1.35,57,300,0,0.00 
-3.57,1.34,57,300,0,0.00 
-3.57,1.34,57,300,0,0.00 
-3.58,1.34,57,300,0,0.00 
-3.58,1.34,57,300,0,0.00 
-3.58,1.34,57,300,0,0.00 
-3.58,1.34,57,300,0,0.00 
-3.58,1.35,57,300,0,0.00 
-3.59,1.35,57,300,0,0.00 
-3.60,1.34,57,300,0,0.00 
-3.61,1.34,57,300,0,0.00 
-3.61,1.33,57,300,0,0.00 
-3.62,1.33,57,300,0,0.00 
-3.61,1.33,57,300,0,0.00 
-3.61,1.33,57,300,0,0.00 
-3.61,1.34,57,300,0,0.00 
-3.60,1.35,57,300,0,0.00 
-3.59,1.34,57,300,0,0.00 
-3.59,1.34,57,300,0,0.00 
-3.59,1.34,57,300,0,0.00 
-3.60,1.34,57,300,0,0.00 
-3.60,1.34,57,300,0,0.00 
-3.60,1.34,57,300,0,0.00 
-3.59,1.34,57,300,0,0.00 
-3.58,1.35,57,300,0,0.00 
-3.58,1.36,57,300,0,0.00 
-3.59,1.35,57,300,0,0.00 
-3.61,1.34,57,300,0,0.00 
-3.61,1.33,57,300,0,0.00 
-3.61,1.33,57,300,0,0.00 
-3.60,1.34,57,300,0,0.00 
-3.60,1.35,57,300,0,0.00 
-3.61,1.34,57,300,0,0.00 
-3.62,1.33,57,300,0,0.00 
-3.63,1.33,57,300,0,0.00 
-3.64,1.34,57,300,0,0.00 
-3.63,1.35,57,300,0,0.00 
-3.62,1.36,57,300,0,0.00 
-3.62,1.36,57,300,0,0.00 
-3.62,1.36,57,300,0,0.00 
-3.62,1.36,57,300,0,0.00 
-3.63,1.35,57,300,0,0.00 
-3.62,1.34,57,300,0,0.00 
-3.62,1.33,57,300,0,0.00 
-3.62,1.34,57,300,0,0.00 
-3.62,1.34,57,300,0,0.00 
-3.62,1.31,57,300,0,0.00 
-3.63,1.31,57,300,0,0.00 
-3.63,1.31,57,300,0,0.00 
-3.62,1.33,57,300,0,0.00 
-3.62,1.34,57,300,0,0.00 
-3.61,1.38,57,300,0,0.00 
-3.61,1.42,57,300,0,0.00 
-3.61,1.47,57,300,0,0.00 
-3.61,1.52,57,300,0,0.00 
-3.61,1.56,57,300,0,0.00 
-3.61,1.60,57,300,0,0.00 
-3.61,1.62,57,300,0,0.00 
-3.61,1.63,57,300,0,0.00 
-3.63,1.62,57,300,0,0.00 
-3.64,1.61,57,300,0,0.00 
-3.65,1.60,57,300,0,0.00 
-3.66,1.60,57,300,0,0.00 
-3.67,1.60,57,300,0,0.00 
-3.67,1.62,57,300,0,0.00 
-3.68,1.64,57,300,0,0.00 
-3.67,1.66,57,300,0,0.00 
-3.66,1.67,57,300,0,0.00 
-3.65,1.68,57,300,0,0.00 
-3.65,1.68,57,300,0,0.00 
-3.64,1.69,57,300,0,0.00 
-3.64,1.69,57,300,0,0.00 
-3.64,1.69,57,300,0,0.00 
-3.64,1.70,57,300,0,0.00 
-3.64,1.71,57,300,0,0.00 
-3.64,1.72,57,300,0,0.00 
-3.64,1.73,57,300,0,0.00 
-3.64,1.73,57,300,0,0.00 
-3.65,1.74,57,300,0,0.00 
-3.66,1.75,57,300,0,0.00 
-3.68,1.75,57,300,0,0.00 
-3.68,1.75,57,300,0,0.00 
-3.68,1.76,57,300,0,0.00 
-3.68,1.76,57,300,0,0.00 
-3.69,1.77,57,300,0,0.00 
-3.70,1.77,57,300,0,0.00 
-3.70,1.77,57,300,0,0.00 
-3.71,1.77,57,300,0,0.00 
-3.72,1.77,57,300,0,0.00 
-3.73,1.77,57,300,0,0.00 
-3.74,1.75,57,300,0,0.00 
-3.75,1.74,57,300,0,0.00 
-3.76,1.71,57,300,0,0.00 
-3.77,1.67,57,300,0,0.00 
-3.78,1.62,57,300,0,0.00 
-3.79,1.59,57,300,0,0.00 
-3.79,1.55,57,300,0,0.00 
-3.80,1.51,57,300,0,0.00 
-3.79,1.48,57,300,0,0.00 
-3.79,1.45,57,300,0,0.00 
-3.79,1.43,57,300,0,0.00 
-3.79,1.41,57,300,0,0.00 
-3.78,1.40,57,300,0,0.00 
-3.77,1.39,57,300,0,0.00 
-3.76,1.38,57,300,0,0.00 
-3.76,1.38,57,300,0,0.00 
-3.75,1.40,57,300,0,0.00 
-3.74,1.41,57,300,0,0.00 
-3.74,1.43,57,300,0,0.00 
-3.72,1.46,57,300,0,0.00 
-3.70,1.49,57,300,0,0.00 
-3.69,1.52,57,300,0,0.00 
-3.67,1.56,57,300,0,0.00 
-3.65,1.61,57,300,0,0.00 
-3.64,1.65,57,300,0,0.00 
-3.62,1.69,57,300,0,0.00 
-3.59,1.73,57,300,0,0.00 
-3.58,1.78,57,300,0,0.00 
-3.55,1.82,57,300,0,0.00 
-3.53,1.88,57,300,0,0.00 
-3.50,1.93,57,300,0,0.00 
-3.48,1.98,57,300,0,0.00 
-3.46,2.03,57,300,0,0.00 
-3.44,2.08,57,300,0,0.00 
-3.41,2.13,57,300,0,0.00 
-3.39,2.18,57,300,0,0.00 
-3.36,2.24,57,300,0,0.00 
-3.34,2.29,57,300,0,0.00 
-3.31,2.34,57,300,0,0.00 
-3.30,2.38,57,300,0,0.00 
-3.29,2.43,57,300,0,0.00 
-3.27,2.47,57,300,0,0.00 
-3.26,2.51,57,300,0,0.00 
-3.25,2.55,57,300,0,0.00 
-3.24,2.58,57,300,0,0.00 
-3.23,2.61,57,300,0,0.00 
-3.22,2.63,57,300,0,0.00 
-3.21,2.64,57,300,0,0.00 
-3.21,2.65,57,300,0,0.00 
-3.21,2.66,57,300,0,0.00 
-3.20,2.67,57,300,0,0.00 
-3.20,2.68,57,300,0,0.00 
-3.19,2.68,57,300,0,0.00 
-3.19,2.68,57,300,0,0.00 
-3.19,2.68,57,300,0,0.00 
-3.19,2.66,57,300,0,0.00 
-3.19,2.66,57,300,0,0.00 
-3.19,2.65,57,300,0,0.00 
-3.20,2.62,57,300,0,0.00 
-3.20,2.61,57,300,0,0.00 
-3.21,2.58,57,300,0,0.00 
-3.22,2.57,57,300,0,0.00 
-3.23,2.55,57,300,0,0.00 
-3.24,2.52,57,300,0,0.00 
-3.25,2.50,57,300,0,0.00 
-3.27,2.48,57,300,0,0.00 
-3.28,2.47,57,300,0,0.00 
-3.29,2.46,57,300,0,0.00 
-3.30,2.45,57,300,0,0.00 
-3.32,2.44,57,300,0,0.00 
-3.33,2.43,57,300,0,0.00 
-3.35,2.43,57,300,0,0.00 
-3.37,2.42,57,300,0,0.00 
-3.38,2.42,57,300,0,0.00 
-3.39,2.43,57,300,0,0.00 
-3.41,2.44,57,300,0,0.00 
-3.42,2.45,57,300,0,0.00 
-3.44,2.50,42,300,0,25.00 
-3.39,2.52,42,300,0,25.00 
-3.40,2.34,42,300,0,25.00 
-3.43,2.24,42,300,0,25.00 
-3.45,2.22,42,300,0,25.00 
-3.47,2.20,42,300,0,25.00 
-3.49,2.26,42,300,0,25.00 
-3.55,2.25,42,300,0,25.00 
-3.58,2.11,42,300,0,25.00 
-3.61,2.08,42,300,0,25.00 
